--------------------------------
address: 127.0.0.1:9919	mode: stream	payload: 4.1 kB	duration: 3m0s	connections: 512
Connection metrics:
[Conn 1] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 159] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 160] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 161] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 162] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 163] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 164] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 165] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 166] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 167] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 168] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 169] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 170] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 171] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 172] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 173] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 174] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 175] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 176] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 177] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 178] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 179] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 180] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 181] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 182] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 183] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 184] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 185] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 186] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 187] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 188] sent: 689.0 MB, received: 681.0 MB, requests: 168204, responses: 166271 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 934 res/sec 923
[Conn 189] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 190] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 191] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 192] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 193] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 194] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 195] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 196] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165582 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 197] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 198] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 199] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 200] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 201] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 202] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 203] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 204] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 205] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 206] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 207] sent: 681.3 MB, received: 678.4 MB, requests: 166328, responses: 165614 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 208] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 209] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165582 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 210] sent: 684.5 MB, received: 678.3 MB, requests: 167114, responses: 165596 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 928 res/sec 919
[Conn 211] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 212] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165592 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 213] sent: 684.2 MB, received: 678.3 MB, requests: 167034, responses: 165596 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 927 res/sec 919
[Conn 214] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165598 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 215] sent: 684.7 MB, received: 678.3 MB, requests: 167161, responses: 165596 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 928 res/sec 919
[Conn 216] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 217] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 218] sent: 681.3 MB, received: 678.3 MB, requests: 166328, responses: 165608 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 219] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 220] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 221] sent: 683.7 MB, received: 678.3 MB, requests: 166922, responses: 165596 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 927 res/sec 919
[Conn 222] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 223] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 224] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165606 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 225] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 226] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 227] sent: 684.8 MB, received: 678.3 MB, requests: 167193, responses: 165612 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 928 res/sec 920
[Conn 228] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165606 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 229] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 230] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 231] sent: 681.2 MB, received: 678.4 MB, requests: 166320, responses: 165614 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 232] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 233] sent: 681.2 MB, received: 678.4 MB, requests: 166320, responses: 165616 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 234] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 235] sent: 684.8 MB, received: 678.3 MB, requests: 167193, responses: 165596 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 928 res/sec 919
[Conn 236] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 237] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 238] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 239] sent: 684.9 MB, received: 678.3 MB, requests: 167209, responses: 165612 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 928 res/sec 920
[Conn 240] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 241] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 242] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 243] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 244] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 245] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 246] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165606 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 247] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 248] sent: 681.3 MB, received: 678.3 MB, requests: 166340, responses: 165602 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 249] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 250] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 251] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 252] sent: 681.3 MB, received: 678.4 MB, requests: 166336, responses: 165614 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 253] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165606 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 254] sent: 684.1 MB, received: 678.3 MB, requests: 167023, responses: 165601 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 927 res/sec 920
[Conn 255] sent: 681.3 MB, received: 678.3 MB, requests: 166328, responses: 165608 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 256] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 257] sent: 681.3 MB, received: 678.3 MB, requests: 166328, responses: 165608 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 258] sent: 685.0 MB, received: 678.3 MB, requests: 167241, responses: 165612 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 929 res/sec 920
[Conn 259] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 260] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 261] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 262] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 263] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 264] sent: 681.2 MB, received: 678.4 MB, requests: 166320, responses: 165616 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 265] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 266] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 267] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 268] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 269] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 270] sent: 681.3 MB, received: 678.3 MB, requests: 166328, responses: 165608 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 271] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 272] sent: 681.3 MB, received: 678.3 MB, requests: 166328, responses: 165606 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 273] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 274] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 275] sent: 684.8 MB, received: 678.3 MB, requests: 167193, responses: 165612 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 928 res/sec 920
[Conn 276] sent: 681.2 MB, received: 678.4 MB, requests: 166320, responses: 165616 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 277] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 278] sent: 681.2 MB, received: 678.4 MB, requests: 166320, responses: 165616 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 279] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 280] sent: 681.2 MB, received: 678.4 MB, requests: 166320, responses: 165616 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 281] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165592 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 282] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 283] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 284] sent: 681.3 MB, received: 678.3 MB, requests: 166328, responses: 165608 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 285] sent: 684.5 MB, received: 678.3 MB, requests: 167106, responses: 165604 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 928 res/sec 920
[Conn 286] sent: 681.2 MB, received: 678.4 MB, requests: 166320, responses: 165616 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 287] sent: 681.2 MB, received: 678.4 MB, requests: 166320, responses: 165616 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 288] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 289] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 290] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 291] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 292] sent: 683.9 MB, received: 678.3 MB, requests: 166970, responses: 165612 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 927 res/sec 920
[Conn 293] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 294] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 295] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 296] sent: 681.2 MB, received: 678.4 MB, requests: 166320, responses: 165616 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 297] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 298] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 299] sent: 681.3 MB, received: 678.4 MB, requests: 166328, responses: 165614 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 300] sent: 681.3 MB, received: 678.5 MB, requests: 166344, responses: 165646 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 301] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 302] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 303] sent: 684.9 MB, received: 678.3 MB, requests: 167201, responses: 165604 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 928 res/sec 920
[Conn 304] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 305] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 306] sent: 681.2 MB, received: 678.4 MB, requests: 166320, responses: 165616 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 307] sent: 681.3 MB, received: 678.5 MB, requests: 166336, responses: 165638 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 308] sent: 681.3 MB, received: 678.4 MB, requests: 166328, responses: 165630 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 309] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 310] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 311] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 312] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 313] sent: 681.5 MB, received: 678.6 MB, requests: 166379, responses: 165665 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 314] sent: 682.8 MB, received: 678.7 MB, requests: 166696, responses: 165688 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 926 res/sec 920
[Conn 315] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 316] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 317] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165590 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 318] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 319] sent: 681.2 MB, received: 678.3 MB, requests: 166320, responses: 165600 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 320] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 321] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 322] sent: 681.3 MB, received: 678.4 MB, requests: 166328, responses: 165624 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
[Conn 323] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 324] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 325] sent: 681.2 MB, received: 678.2 MB, requests: 166320, responses: 165584 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 919
[Conn 326] sent: 681.6 MB, received: 678.8 MB, requests: 166402, responses: 165712 sent/sec: 3.8 MB recv/sec 3.8 MB req/sec: 924 res/sec 920
