--------------------------------
address: 127.0.0.1:9919	mode: stream	payload: 4.1 kB	duration: 3m0s	connections: 512
Connection metrics:
[Conn 1] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 169] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 170] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 171] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 172] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 173] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161742 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 174] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 175] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 176] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 177] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 178] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 179] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 180] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 181] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 182] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 183] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 184] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 185] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 186] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 187] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161752 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 188] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 189] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 190] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 191] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 192] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 193] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 194] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 195] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 196] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 197] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 198] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 199] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 200] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 201] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 202] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 203] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 204] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 205] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 206] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 207] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 208] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 209] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 210] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 211] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 212] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 213] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 214] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 215] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 216] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 217] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 218] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 219] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 220] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 221] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 222] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 223] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 224] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 225] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 226] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 227] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 228] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 229] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 230] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 231] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 232] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 233] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 234] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 235] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 236] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 237] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 238] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 239] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 240] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 241] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 242] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 243] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 244] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 245] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 246] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 247] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 248] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 249] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 250] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 251] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 252] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 253] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 254] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 255] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161752 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 256] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 257] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 258] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 259] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 260] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 261] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 262] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 263] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 264] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 265] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 266] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 267] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 268] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 269] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 270] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161752 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 271] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 272] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 273] sent: 666.1 MB, received: 662.5 MB, requests: 162631, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 274] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 275] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 276] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 277] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 278] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 279] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 280] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 281] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 282] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 283] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 284] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 285] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161742 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 286] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 287] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 288] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 289] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 290] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 291] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 292] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 293] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 294] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 295] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 296] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 297] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161742 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 298] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 299] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 300] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 301] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 302] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 303] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 304] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 305] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 306] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 307] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 308] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 309] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 310] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 311] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 312] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 313] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 314] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 315] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 316] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 317] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 318] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 319] sent: 666.1 MB, received: 662.6 MB, requests: 162629, responses: 161763 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 320] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 321] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 322] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 323] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 324] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 325] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 326] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 327] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 328] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 329] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 330] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 331] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 332] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 333] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 334] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 335] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 336] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
